username,comment,commentDate,comments,label
suky_dani,Selamat  Bapak  @prabowo 🔥🔥,2024-03-20T15:41:04.000Z,b'Congratulations Mr @prabowo',POSITIVE
shendyputraega,"Hidup Anis, mari kita dukung Anis, menjadi   calon presiden seumur hidup horeeee",2024-03-20T18:46:17.000Z,"Long live Anies, let's support Anies, become a presidential candidate for life, hooray'",NEGATIVE
tigaduasatu_1,Gimana brayyy @isedfirnandaputri kasihan deh anak abah satu neh @efriandi__,2024-03-20T21:38:44.000Z,b'How about it broyyy @isedfirnandaputri I feel sorry for my father's one child @efriandi__',NEGATIVE
gilanggn,Alhamdulillah,2024-03-20T16:27:02.000Z,Alhamdulillah,POSITIVE
shesunnyshine,Ketcheh @thinkaboutherrrr,2024-03-21T02:58:23.000Z,b'Ketcheh @thinkaboutherrrr',NEGATIVE
waliston_pandiangan,"Lain kali jangan ajak Anies pilpres, pendukungnya buat rusuh 🤣🗿",2024-03-21T02:12:04.000Z,"Next time, don't invite Anies to the presidential election, his supporters will cause riots'",NEGATIVE
iammarse11a,"Untuk  Bapak  @prabowo  dan mas @gibran_rakabuming 🫡🇮🇩 Selamat menjadi pemimpin negara RI terpilih 🙏🏼😍 
Sejak dulu pilihan saya adalah  Bapak  Prabowo tapi juga senang bersyukur bahkan jatuh hati pada kepemimpinan  Bapak  Jokowi. Dan buat  Bapak  Prabowo ini waktu Tuhan sebagai negarawan sejati yang setia kepada bangsa & negara, perjuangan mu tak sia-sia Jenderal ♥️ bersama mas Gibaran Indonesia akan menjadi bangsa yang semakin maju dan bermartabat. God bless 🙏🏼",2024-03-21T02:26:48.000Z,"b'To Mr. @prabowo and Mr. @gibran_rakabuming Congratulations on being the elected leaders of the Republic of Indonesia \nFor a long time my choice was Mr. Prabowo but I am also happy to be grateful and even fell in love with Mr. Jokowi's leadership. And for Mr. Prabowo, in God's time, as a true statesman who is loyal to the nation & state, your struggle will not be in vain. General, together with Mr. Gibaran, Indonesia will become an increasingly advanced and dignified nation. God bless'",POSITIVE
betaputrareal98,Tidak sia sia saya pulang kampung jakarta -lampung untung menangkan pilihan saya 02🔥🔥menyala bapak ku..,2024-03-21T02:30:54.000Z,It wasn't in vain that I went back to my hometown of Jakarta - Lampung to ask about my choice 02lit my father..',POSITIVE
https.ollan,@soniazzhra,2024-03-20T16:11:34.000Z,b'@soniazzhra',NEGATIVE
rvkzzzzzz_,Mari kita kumpul di cafe jam 16.36 ya,2024-03-21T02:09:50.000Z,b'Let's gather at the cafe at 16:36 yes',POSITIVE
jasulijas,👏👏👏 Selamat ya  Bapak  @prabowo @gibran_rakabuming,2024-03-20T15:46:26.000Z,b' Congratulations Mr @prabowo @gibran_rakabuming',POSITIVE
nana_farnutz,Ok gasssss 🔥🔥🔥,2024-03-20T15:49:31.000Z,b'Ok gasssss ',POSITIVE
ariyani145,Menyala Presidenku🔥🔥🔥🔥,2024-03-20T16:00:43.000Z,b'Lighting My President',POSITIVE
melodymusik23,"siapa yang  menunggu  moment ini  dari  2014😭😭😭 sungguh perjalanan yang panjang. selamat bapak prabowo dan mas gibran, semoga amanah dan membawa Indonesia ke arah  yang  lebih baik😭😭🙏❤",2024-03-20T15:37:45.000Z,"b'who has been waiting for this moment since 2014 has been a long journey. Congratulations Mr Prabowo and Mr Gibran, I hope you will be trustworthy and take Indonesia in a better direction'",POSITIVE
irfan4.mohammad,Total suara 164 juta... Emang bener? 😂😂,2024-03-20T23:20:51.000Z,Total votes 164 million... Is that true? ',POSITIVE
ikhsn_ini,nan,2024-03-20T16:32:19.000Z,b'in',NEGATIVE
catatan.ibun,"Alhamdulillah, semoga bisnisnya lancar ya  Bapak  🤲🏻😋",2024-03-21T00:57:11.000Z,"Thank God, I hope your business runs smoothly, Father'",POSITIVE
muhammad_bachtyar,ayo kpk jangan takut sebut saja siapa tersangkanya kaya @ganjar_pranowo gitu loh,2024-03-20T16:52:33.000Z,"Come on, KPK, don't be afraid, just say who the suspect is like @ganjar_pranowo like that, you know'",NEGATIVE
leminerale______,menyala gemoy ku 🔥😋,2024-03-20T18:08:19.000Z,exchanged gems,POSITIVE
hajidtata12,Oke gas oke gas beli kulkas untuk sebelah biar tidak panas 🤣🤣🤣,2024-03-20T16:25:19.000Z,"OK, gas, OK, gas, buy a refrigerator next door so it doesn't get hot'",NEGATIVE
rahmiyuniaa,Aw kaget,2024-03-20T20:24:02.000Z,b'Ow shocked',NEGATIVE
sinunghapsari,Kan  sebelum   pemilihan umum   sudah  tau jwb nya😂,2024-03-20T20:57:16.000Z,b'You already know the answer before the general election',NEGATIVE
bgs.pwa14,udah bole recal recal  tidak  ni?,2024-03-20T19:04:04.000Z,Have you been able to get the recall done yet or not?',NEGATIVE
fakhrulyouw_19,Finally ❤️🔥,2024-03-20T16:05:16.000Z,b'Finally ',POSITIVE
ellysasekar,"Wkwkwkw... KPU kapan sadarnya..? Apa  menunggu  dijemput Izroil baru sadar.  Mumpung lagi Ramadhan,  tobat2 dikit kenapa. ? 😂",2024-03-20T21:30:36.000Z,"Wow... when did the KPU realize that...? Was I waiting to be picked up by Izrail before he realized? While it's Ramadhan, repent a little why. ? '",NEGATIVE
antoniustamba_56,"Selamatt.... Terserah kalian deh  Bapak  gemoy. Mau di parlemen joget"" Gemoyy juga terserah 😂😂😂. Biarin deh Indonesia sekalian hancur juga gpp 😚😚",2024-03-21T01:15:02.000Z,"b'Selamatt.... It's up to you Mr. Gemoy. ""Do you want to be in parliament? It's up to Gemoyy. Let Indonesia be destroyed too, gpp""",NEGATIVE
mrestantii,🙌,2024-03-20T15:49:25.000Z,b'',POSITIVE
aina_maulidia26,"Part ""sedangkan ganjar-muhaimin tak menang diprovinsi manapun"" syadiissss weeh😭",2024-03-20T15:55:17.000Z,"b'Part ""while Ganjar-Muhaimin didn't win in any province"" syadiissss weeh'",NEGATIVE
arya.dimasprtm,Bukannya 01 ya yang menang😢,2024-03-20T17:40:11.000Z,b'It's not 01 that wins',NEGATIVE
alyanulmuhkroniq,Inget kata orang susah siapapun presidennya lu bakal begitu2  saja 😂.,2024-03-20T17:51:21.000Z,"b'Remember what people say is difficult, whoever the president is, you will be like that.'",POSITIVE
annamimayoshi,Selamat  Bapak  @jokowi 😍😍😍,2024-03-21T00:44:37.000Z,Congratulations Mr @jokowi',POSITIVE
sleepyypand4,Alhamdulillah Ya Allah🙌🙌🙌,2024-03-20T15:41:32.000Z,b'Alhamdulillah Ya Allah',POSITIVE
gesanghidayatullah,selamat datang.....,2024-03-20T16:47:38.000Z,WELCOME.....',POSITIVE
nurohman191100,Pak Prabowo pasti gatau Mio mirza,2024-03-20T16:00:04.000Z,b'Pak Prabowo definitely doesn't know Mio Mirza',POSITIVE
ssa_bellaaaa,PIN KOMEN GUA. Kalau indo makin ancur 2 thn kedepan,2024-03-20T22:24:49.000Z,b'PIN COMMENT CAVE. If Indo is more destroyed in the next 2 years',NEGATIVE
i.r.m.a.nd,Udah ubah aturan masa masih kalah. Rugii dong😂,2024-03-20T16:14:02.000Z,b'Already changed the time rules still lose. Don't lose,NEGATIVE
mellyyaf,Bukannya sebelum  pemilihan umum  juga udah menang?,2024-03-20T17:07:19.000Z,b'Didn't you already win before the general election?',NEGATIVE
_kang_sarkas_,Aneh  sekali  pemimpin dongok kayak gini kok bisa kepilih  sebenarnya  😂 rekam jejak  saja  pada nguawur semua 🤣,2024-03-20T22:31:48.000Z,"b'It's strange how a leader like this can be elected, in fact, just track record on nguawur all'",NEGATIVE
bayu_krniansyh,Oke selamat dan sakses  Bapak .,2024-03-20T15:55:01.000Z,"b'Okay, congratulations and good luck, sir.'",POSITIVE
umr_mrf,Ada yang mau isiin token??,2024-03-20T23:16:02.000Z,b'Does anyone want to fill in a token??',NEGATIVE
nurmaariyanti,Selamat yaa bapak2  yang  terpilih 🥰 Allahummaghfirlahum warhamhum wa 'afihim wa'fu'anhum 🤲,2024-03-20T21:30:55.000Z,"b ""Congratulations to the chosen fathers Allahummaghfirlahum warhamhum wa 'afihim wa'fu'anhum""",POSITIVE
adul1991ok,Konoha forever 👏,2024-03-20T23:14:11.000Z,b'Konoha forever ',POSITIVE
aliyafzaa,Semoga amanah dari  masyarakat  untuk  masyarakat  @prabowo @gibran_rakabuming !,2024-03-20T16:49:43.000Z,b'Hopefully the trust from the community will be for the community @prabowo @gibran_rakabuming!',POSITIVE
estehseduhh,"Selamat  Bapak  @prabowo dan @gibran_rakabuming , semoga amanah. Dan selalu ingat tuhan, karena semuanya akan di hisab dan di pertenggung jawabkan setelah kehidupan di dunia usai, barakallah 🙏🏻",2024-03-20T23:10:16.000Z,"b'Congratulations Mr @prabowo and @gibran_rakabuming, I hope you are trustworthy. And always remember God, because everything will be reckoned with and held accountable after life on earth is over, barakallah'",POSITIVE
akhwatgraphics,"La hawla wala quwwata illa billah, jauhkan  dari  bencana dan musibah ya Rabb",2024-03-20T16:31:16.000Z,"b'La hawla wala quwwata illa billah, keep away from disaster and calamity oh Lord'",NEGATIVE
yohannesss_,"sekali putaran, setengah putaran, bersihkan sel kulit mati dan kotoran. tar putar di wajah bilas... multivitamin ~",2024-03-20T15:43:34.000Z,"one turn, half a turn, clean dead skin cells and dirt. roll tar on face rinse... multivitamin ~'",NEGATIVE
dhanuliel,"Yang  tidak  terima SANA PINDAH KE NEGARA LAIN ..
#SoalnyaGuaGolput 🤣",2024-03-20T15:41:54.000Z,Those who don't receive the FUNDS MOVE TO ANOTHER COUNTRY..\and#The problem isIGolput',NEGATIVE
mr.alfif22,Abah harus tetap tabah😢,2024-03-20T16:04:49.000Z,b'Father must remain steadfast',POSITIVE
ldnsyh,🔥,2024-03-20T19:52:38.000Z,b'',POSITIVE
alirezaofficial___,❤️❤️🔥🔥,2024-03-20T16:21:44.000Z,b'',POSITIVE
najmarifinn,🔥🔥🔥🔥,2024-03-20T15:46:57.000Z,b'',POSITIVE
albt.aslihudin_,Sebelah boleh panas 02 gaya bebas🔥,2024-03-20T22:48:00.000Z,b'Side can be hot 02 freestyle',POSITIVE
sitiulfaah,Alhamdulillaaaaah ❤,2024-03-20T15:51:59.000Z,b'Alhamdulillaaaaaah',NEGATIVE
ekayani.yani.391,Orang tanggal 5 Januari emang udah tahu hasilnya ya udah nikmatin  saja  tapi yang curang itu pasti akan dilaknat sama Allah,2024-03-20T21:34:58.000Z,"b'People on January 5 already know the results, so they can just enjoy it, but those who cheat will definitely be cursed by Allah'",NEGATIVE
heraprnsyh,"Yang panas, kipasan kakak 🙏🏻 apa mau kalungan freezer frozen food  saja  sekalin wleeeeeeee 🤪",2024-03-20T21:21:52.000Z,"b'It's hot, bro, do you want a freezer frozen food garland at once wleeeeeeee'",NEGATIVE
andrezaa.tr,"udah yaa anak abah, nice try",2024-03-20T16:02:28.000Z,"ok son, nice try'",NEGATIVE
adiibimbim,Sehat sehat anak abah biar bisa lihat PRABOWO-GIBRAN DILANTIK JADI PRESIDEN🔥🔥,2024-03-20T22:25:55.000Z,b'Daddy's children will be healthy so they can see PRABOWO-GIBRAN ANOINTED AS PRESIDENT',POSITIVE
aris_mun05,"Cape cape jual agama, tetep  tidak  laku awokawokawok",2024-03-20T19:40:43.000Z,"Tired of selling religion, still not selling awokawokawok'",NEGATIVE
desmori_db,Ngk sia2 bansos bapak dan usaha paman,2024-03-20T22:02:41.000Z,"b'It's not in vain, father's social assistance and uncle's business'",NEGATIVE
roland_hutapea19,@yunuspasaribu_ ah sudahlah,2024-03-20T22:13:38.000Z,b'@yunuspasaribu_ ah never mind',NEGATIVE
can_drabangun,"G ikhlas saat kecurangan menang,  yang  kasian  tetap  kami  masyarakat  jelata,",2024-03-20T16:31:37.000Z,"b'G be sincere when cheating wins, the poor ones are still us commoners,'",NEGATIVE
ccpgmlr,Alhamdulillah @rakeanaa @bobbysukma @baari_as,2024-03-20T15:47:58.000Z,@rakeanaa @bobbysukma @baari_as',POSITIVE
vikifirman.22,Awas  saja   kalau   tidak  ada perubahan,2024-03-20T18:50:36.000Z,b'Just watch out if nothing changes',POSITIVE
llusiana_aa,"Semoga amanah, aamiin",2024-03-20T15:41:23.000Z,"b'Hopefully you are trustworthy, amen'",POSITIVE
ayii_248,"""..untuk menyusun dan menjalankan skenario KOTOR seperti ini tidak perlu kepintaran atau kecerdasan, yang diperlukan cuma dua, MENTAL CULAS dan TAHAN MALU"" (- dirty vote)",2024-03-20T19:59:47.000Z,"b'""..to organize and run a DIRTY scenario like this does not need intelligence or intelligence, all that is needed is two things, MENTAL CULAS and BEING ASHAMED"" (- dirty vote)'",NEGATIVE
syamslmrff,penyakit hati😂,2024-03-20T22:06:39.000Z,liver disease',NEGATIVE
iryaagustina_,😍😍😍,2024-03-20T15:47:59.000Z,b'',POSITIVE
kiaaprilia_,"SELAMAT BAPAK PRABOWO, BAPAK PRESIDEN KITA SEMUAA, TERIMAKASIH BUAT TEMEN' YG SELAMA INI MAU WAR SAMA KUBU LAIN, TIDAK LUPA PULA, JIKA ADA KESALAHAN DALAM KEPEMIMPINAN PAK PRABOWO, KITA HARUS INGATKAN JUGA, TIDAK ADA PEMIMPIN YG SEMPURNA, LOVE U ALL IN❤️❤️❤️",2024-03-20T15:56:47.000Z,"b"" CONGRATULATIONS MR PRABOWO, FATHER PRESIDENT OF OUR ALL, THANK YOU TO YOUR FRIENDS WHO HAVE ALWAYS WANT TO WAR WITH OTHER FOOTS, DO NOT FORGET ALSO, IF THERE ARE MISTAKES IN PAK PRABOWO'S LEADERSHIP, WE HAVE TO REMIND THEM TOO, THERE ARE NO PERFECT LEADERS, LOVE U ALL IN""",POSITIVE
khamdan_arjuna,01 DAN 03 .  BICARALAH DENGAN BAIK INGAT BULAN PUASA PERBANYAKLAH  MELAKUKAN KEBAIKAN .,2024-03-20T21:18:45.000Z,b'01 AND 03 .  SPEAK KINDLY REMEMBER THE MONTH OF FASTING DO MORE GOODNESS.',POSITIVE
thakimalghifari,"yang  ingin menghibur diri silahkan ketik komen buruk sepuas2nya, 😂😂😂",2024-03-20T20:43:48.000Z,"For those who want to entertain themselves, please type as many bad comments as you like, '",NEGATIVE
dedi.mkr,Saya Menolak Pemilu Curang...🤬 Jokowo Penjahat Demokrasi...‼️,2024-03-20T21:05:36.000Z,I Reject Fraudulent Elections... Jokowi is a Villain to Democracy...',NEGATIVE
ranggicipta,"Piraku Weh eleh, Sagalana di cekel ku aing😂",2024-03-20T21:44:47.000Z,"b'Piraku Weh lost, Everything is in my hands'",POSITIVE
jusantuy,"Ada  yang  bilang ""anak abah pindah negara  saja "" gua saranin lu jangan pada demo yak😂😂",2024-03-20T21:43:17.000Z,"b'Some people say ""my brother's son will just move the country"" I suggest you not to go to the demo",NEGATIVE
shiningshinee525,Alhamdulillah.. MaashaAllah.. Selamat Bapak @prabowo & Mas @gibran_rakabuming  Semoga Amanah dan selalu diberikan Kesehatan dalam Menjalankan Mandat dari Rakyat❤️,2024-03-20T15:39:04.000Z,b'Alhamdulillah.. MaashaAllah.. Congratulations Mr @prabowo & Mas @gibran_rakabuming May you always be given trust and health in carrying out the mandate from the people',POSITIVE
penidayanti30,"semoga  yang  menang tidak membawa beban, dan yang kalah bisa menerima dengan legowo. panjang umur perjuangan🔥🙌",2024-03-20T17:13:54.000Z,"b'hopefully the winner does not carry a burden, and the loser can accept it gracefully. long live the struggle'",POSITIVE
fatur_rmns.s.stb,Semoga  saja  kedapnnya jadi lebih baik lagi selamat  Bapak  atas jabatan barunya dan semoga Indonesia berubah dan berbenah 👏,2024-03-20T17:10:02.000Z,"b'Hopefully the future will be better, congratulations on your new position and hopefully Indonesia will change and improve'",POSITIVE
_______ezzaa,sederhana tapi bikin anak Abah panas awokawok,2024-03-20T17:24:49.000Z,simple but makes your kids hot,NEGATIVE
azzhuraaaaaaa,"padahal, hanya ingin melihat presiden yang nanti, dapat memiskinkan koruptor supaya jera. bukan yang sebaliknya  dengan  memberi kenaikan gaji  pada  pejabat pejabat  yang  gajinya sudah cukup. hihi",2024-03-20T17:25:34.000Z,"b'however, just want to see the president who will be able to impoverish corruptors so that they are deterred. not the other way around by giving a salary increase to the office staff whose salary is enough. lol",POSITIVE
bobnugh,Hehehe GWS,2024-03-20T16:25:17.000Z,b'Hehehe GWS',NEGATIVE
bdwhh_,🔥🔥🔥🔥🔥🔥🔥🔥🔥,2024-03-20T21:35:15.000Z,b'',POSITIVE
muhammad090572,Apa jadinya Indonesia ini kalau dipimpin anak kecil Yank dulunya Serink digendonk bapaknya 🤔🤔🤔,2024-03-20T20:49:41.000Z,What will happen to Indonesia if it is led by a child who used to be carried by his father?,NEGATIVE
m_virgiawan_aryanto,"Semoga negeri ini  yang  tak banyak bencana alam,,karna pilpres nya hasil haram...",2024-03-20T21:29:05.000Z,"Hopefully this country will not have many natural disasters, because the presidential election was an illegitimate result...'",NEGATIVE
taufiq_shdq,Alhamdulillah,2024-03-20T21:34:53.000Z,Alhamdulillah,POSITIVE
lalalitaaa_,"Astaghfirulloh, lihat komen miris   sekali  . Bahkan ada  yang  bilang ""gasabar lihat indonesia akan hancur"".. Kalo sudah ada  yang  terpilih, sisanya tugas kita mendo'akan. Aku rasa minusnya masyarakat kita ya dipoin itu, ""mendoakan pemimpin"".. Ucapan itu do'a, jadi mbok ya ngucap  yang  baik baik saja. Saya  yang  baca  saja  merinding lo, emang mau indonesia hancur? Padahal  yang  ngomong  juga  warga Indonesia",2024-03-20T21:33:26.000Z,"b'Astaghfirulloh, look at the sad comments. Some even said ""gasabar see Indonesia will be destroyed"".. If someone is already selected, the rest of our job is to pray. I think the downside of our society is that it is pointed out, ""praying for the leader"". I just read it and it gave me goosebumps, do you really want Indonesia to be destroyed? Even though the people who speak are also Indonesians'",NEGATIVE
muhammad_angga_firdaus,"Kalo poling secara langsung, misal  kalau  mata najwa bikin poling dadakan di IG, JAMIN  kalau  si mereka ini menang 😂  sudah   tidak  percaya sama rezim idiot",2024-03-20T21:31:31.000Z,"b'If it's direct polling, for example if Najwa's eyes make an impromptu poll on IG, I GUARANTEE if this guy wins, he won't trust the idiot regime'",NEGATIVE
rizkisetiawan_iki,Enak  ini  gaji guru 2 jt di naikin selama beberapa bulan,2024-03-20T21:31:43.000Z,b'It would be nice to increase teachers' salaries by 2 million for a few months',NEGATIVE
puspaandora,Mau kaget tapi inget ini negara punya siapa🤣😂,2024-03-20T21:10:51.000Z,b'I want to be surprised but remember whose country this is',NEGATIVE
latifatul_qolby19,Semua nya  juga  udah d setting sama jkwi  sebelum   pemilihan umum   juga  udah bilang prbwo 2024 jatah nya presiden mau siapa saja wakilnya berhubung dia pnya ank  yang   dari  bidang politik  juga  yaa kesempatan dia  juga  buat masukin anknya di tambah dia beli partai PSI krna emng 10 tahun dia menjabat duitnya dia d  juga  d beliin ke partai PSI dan anknya  juga   yang  jd ketua  sebelum   pemilihan umum  2024 PSI itu  bukan  partai apah² smua nya emng  sudah  d setting oleh jkwi dan kroni² nya jdi jgn aneh lagi lah kalian ini 🔥👏👏👏,2024-03-20T21:32:04.000Z,"b'Everything has also been set by JKWI before the general election, he has also said that in 2024, the presidential quota will be whoever his deputy is because he has children who are from the political field, so he also has the opportunity to include his children, plus he bought the PSI party because it's 10 The year he took office, he also bought his money to the PSI party and his son will also be the chairman before the 2024 general election. PSI is not a party. Everything has been set up by JKWI and his cronies, so don't be weird anymore, you guys'",NEGATIVE
ntsyaekasilvia,@farera_06 @yee_amell sudah capay  sama  anak abah,2024-03-20T17:50:11.000Z,b'@farera_06 @yee_amell I'm tired of my father's child,NEGATIVE
dinadindin02,"Mari kita melihat kehancuran indonesia bersama2, gausah nanggung2 sekalian  saja  😂",2024-03-20T20:01:27.000Z,"b'Let's see the destruction of Indonesia together, no need to bear it all at once'",NEGATIVE
dendra53x7,HOREEEE.... buat  yang  kalah yuk bisa yuk patungan bayarin utang Abah Yohanes... 👏👏👏,2024-03-20T21:00:31.000Z,b'HOREEE.... let's make the losers let's pay off Abah Yohanes' debt...',NEGATIVE
nurdians.id,Ciee  yang  2x kalah pilpres teriak curang  sekarang  udah ikutan nyebur,2024-03-20T21:12:33.000Z,"b'Ciee, who lost the presidential election 2x, shouts cheating, now he's joined the stream'",NEGATIVE
mikomikko16,Selamat Menjadi Presiden RI ke 8 😍😍,2024-03-20T17:28:31.000Z,Congratulations on becoming the 8th President of the Republic of Indonesia',POSITIVE
alwihinduan,"Kirain 2 putaran, ternyata cuma 2 provinsi",2024-03-20T16:52:17.000Z,"b'I thought it would be 2 rounds, but it turns out there are only 2 provinces'",NEGATIVE
andika.cleosa,Gw coblos 01  tapi  ternyata  yang  menang 02 ya gpp  juga   sebenarnya,2024-03-20T16:28:36.000Z,"b'I voted for 01 but it turned out that 02 won, that's okay actually'",POSITIVE
alfatha.arc,"MENANG LAH, DR JANUARI ANGKA NYA 58% ,  yang  bego kan  yang  makan Bulog 🔥🔥🔥",2024-03-20T21:16:12.000Z,"b'WINNING, IN JANUARY THE FIGURE WAS 58%, the stupid ones ate Bulog'",NEGATIVE
fakhrisirojuddin,"Pak Jokowi sebagai petahana di 2019 dapat 85 juta suara (55%), padahal suara hanya pecah ke 2 paslon.
Sekarang 3 paslon, menangnya sangat fantastis.
Memang tidak bisa dipungkiri, pengaruh bansos ratusan triliun sangat nyata 😀",2024-03-20T21:21:47.000Z,"b'Pak Jokowi as the incumbent in 2019 got 85 million votes (55%), even though the votes were only split between 2 candidate pairs.\nNow there are 3 candidate pairs, the win is fantastic.\nIt cannot be denied, the influence of hundreds of trillions of social assistance is very real'",POSITIVE
aby_w_12,😍😍,2024-03-20T15:41:29.000Z,b'',POSITIVE
tan_intan,Yuhuuu @herrah_mangku idolamu 🤭,2024-03-20T20:25:05.000Z,b'Yuhuuu @herrah_mangku your idol',POSITIVE
muhamadiqbalhermansyah,Nunggu komen julita anak abah 😂,2024-03-20T15:43:17.000Z,"b'Waiting for Julita's comment, bro's daughter'",NEGATIVE
iniwidurib,Selamat bapak prabowo dan mas gibran😍❤🔥,2024-03-20T16:39:47.000Z,b'Congratulations Mr Prabowo and Mr Gibran',POSITIVE
aditt.tahta,🔥🔥,2024-03-20T16:52:58.000Z,b'',POSITIVE
putrititianii,tidak  sia sia bernazar🥹😇 selamat  Bapak  tetap amanah yah😇🕊️,2024-03-20T16:18:44.000Z,"It's not in vain to vow to be safe, you're still trustworthy",POSITIVE
alvinnoorf,"""Kalau ternyata hasilnya berubah"", ""kamu percaya suara saya segitu""",2024-03-20T21:18:37.000Z,"b'""If it turns out the results change"", ""do you believe my vote that much""'",POSITIVE
evos.ragil7,udahan main abah2an bubar lu semua pada cari kerja biar hidup lu  tidak  nyinyir mulu 😂,2024-03-20T21:15:50.000Z,"Stop playing, sir, let's all go look for work so that your life won't be a mess.'",NEGATIVE
zallshop_36,"Kocak, lah seluruh Indonesia juga  sudah  tau sebelim pencoblosan 😂😂  kenapa  pada pura2 surprise. Konyol  sekali    masyarakat  Konoha ini 😂😂😂",2024-03-20T16:41:27.000Z,"It's funny, all of Indonesia already knew before the voting why they were pretending to be surprised. These Konoha people are ridiculous.'",NEGATIVE
aliiakb4r,"Segitunya ya yang gasuka sama presiden baru indonesi, seolah olah mendoakan negaranya atau TANAH AIR nya sendiri hancur. Ya Allah kenapa kalian harus memperlihatkan kebobrokan kalian  sebenarnya ,  tidak  malu sama negara maju yang saling support satu sama lain",2024-03-20T17:08:20.000Z,"b'That's the kind of thing that doesn't like Indonesia's new president, as if he is praying for his country or homeland to be destroyed. Oh Allah, why do you have to show your true depravity, don't be ashamed of developed countries who support each other'",NEGATIVE
nurhayatiindahlestari,🔥,2024-03-20T16:09:19.000Z,b'',POSITIVE
nurulih_,"Alhamdulillah barakallah  Bapak  @prabowo @gibran_rakabuming selamat yaaa, semoga bapak dan mas bisa amanah dan selalu mengayomi masyarakat indonesia tanpa terkecuali❤ udah guys jangan pada berisik, terima  saja  kenyataannya. Mau sekali putaran dua putaran bersihkan selkulit mati dan kotoran, juga tetep nmr 2 menang 😂",2024-03-20T20:59:43.000Z,"b'Alhamdulillah barakallah Mr @prabowo @gibran_rakabuming congratulations, I hope you can be trustworthy and always protect the Indonesian people without exception, guys, don't be noisy, just accept the reality. If you want to do two rounds, clean dead skin cells and dirt, still number 2 wins.'",POSITIVE
belindaacd,"Congcrats indonesia atas presiden barunya. Mari kita bantu kritisi langkah pemimpin kita, supaya negara  yang  kita tempati jadi negara lebih baik aamiin! Dari  masyarakat  untuk  masyarakat 🔥",2024-03-20T20:34:21.000Z,"b'Congratulations Indonesia for its new president. Let's help criticize our leaders' steps, so that the country we live in will be a better country, amen! From society to society'",NEGATIVE
xeniaa_34,smoga amanah utk pemimpin  yang  baru dan Indonesia menuju perubahan  yang  lbih maju,2024-03-20T20:19:16.000Z,May there be trust for the new leader and Indonesia towards a more advanced change',POSITIVE
anggiyusril_,Sehat”  Bapak  wowo🫶🏻,2024-03-20T16:03:36.000Z,"b'You're healthy, Mr wowo'",POSITIVE
annesyaazhe,YEYYYYY congratulations,2024-03-20T20:46:49.000Z,b'YEYYYYY congratulations',POSITIVE
syeascreame,"oke gas oke gas,selamat jadi prisiden  Bapak  semoga menjadi pemimpin yang baik",2024-03-20T20:53:23.000Z,"b'okay gas okay gas, congratulations on being president, I hope you become a good leader'",POSITIVE
daffaafitra,Suro Diro Joyodiningrat Lebur Dining Pangastuti 🔥,2024-03-20T20:52:23.000Z,b'Suro Diro Joyodiningrat Lebur Dining Pangastuti',NEGATIVE
zlfqrzky,😍😍😍,2024-03-20T15:56:04.000Z,b'',POSITIVE
chichoo.id,Ciee sakit hati sampe ubun ubun😂,2024-03-20T20:51:43.000Z,b'Ciee's heart hurts to the core',NEGATIVE
ajuanpram,"Biasa  saja  ,  tapi  selamat untuk  Bapak  wowo, tugas  masyarakat  mencatat dan mengawasi janji dah kmajuan 5th kedepan . SAKSIKANN",2024-03-20T17:05:11.000Z,"b'It's just normal, but congratulations to Mr Wowo, it's the community's job to record and monitor promises and progress for the next 5 years. WITNESS'",POSITIVE
irvhan_mr,"Ya dah tau ko,  tidak  kaget lagi wkwk",2024-03-20T16:43:15.000Z,"b'Yeah, I already know, I'm not surprised anymore hahaha'",NEGATIVE
krismanto1927,"Yang masih  tidak  terima Paslon nya kalah ,yuk diskusi disini 😂😂😂",2024-03-20T20:50:34.000Z,"b'Those who still don't accept that the candidate pair has lost, let's discuss here'",NEGATIVE
adittriyossandi_,@herismlna12 @hildanrfld_ nyangu Koneng🤣,2024-03-20T15:45:37.000Z,b'@herismlna12 @hildanrfld_ nyangu Koneng',NEGATIVE
sevtian_wijaya,Besok besok mah  tidak  usah  pakai  pemilihan langsung menang ajah . Langsung ajah di Lantik .  Wong MK ajah di tabrak 😂ok gass,2024-03-20T15:58:17.000Z,"b'Tomorrow, there's no need to use straight-to-win elections. Just get inaugurated.  MK just got hit, ok gass'",NEGATIVE
zaraaaauroa,Trus  kalau  dah menang mo  melakukan apa ? Yg kerja tetep  orang  skitarnya. 😂,2024-03-20T15:41:39.000Z,"b'Then, if you win, what do you do? Those who work are still small people. '",NEGATIVE
halcyone__sal,Yeayyy ditggu makan gratisnya uhuyyy😍😍 oke gas oke gas,2024-03-20T15:51:30.000Z,b'Yeayyy wait for the free meal uhuyyy okay gas okay gas',NEGATIVE
nadyyoy,war is overrrr 🥹🩵 @iv_gjrtsn,2024-03-20T15:48:20.000Z,b'war is overrrr  @iv_gjrtsn',POSITIVE
nad.salmaaa,@abyazs_,2024-03-20T20:34:28.000Z,b'@abyazs_',NEGATIVE
roy.dan4beban,"Pantes basah, aku kira embun pagi, ternyata tangisan anak abah  yang  tiada henti",2024-03-20T20:40:02.000Z,"b'Deserves to be wet, I think it's morning dew, it turns out to be the endless crying of a child'",NEGATIVE
